b_plant1	b_plant2	b_plant3	b_plant4	b_fung1	b_fung2	b_fung3	b_fung4	b_eukar1	b_eukar2	b_eukar3	b_eukar4	b_insect1	b_insect2	b_insect3	b_insect4
-0.3748184	-0.856090262	-0.336434035	-0.073338857	-0.781016308	0.202203812	0.369635827	0.167714858	-1.435834494	-0.222336316	0.330719676	0.027504492	-0.001373366	-0.256535491	-0.026476239	-0.079471335
-0.363627484	0.158147428	0.488029859	0.136644107	0.423120717	0.131156091	-0.55008794	-0.523793744	0.838297196	0.677378706	-0.363561387	-0.054464073	0.165017227	0.165923173	-0.015425756	-0.121113043
-0.669839927	0.157945299	0.675827903	-0.039215115	0.2828964	0.184744767	-0.646803471	-0.318514192	0.884037084	1.535244632	-0.343439667	0.36619509	0.25636874	0.132444941	-0.079164417	-0.020315096
-0.060898568	0.20329658	0.602540053	0.421768459	0.054390883	-0.003512483	-0.436658488	-0.426441456	0.176733362	0.783101975	-0.34080699	0.745520702	0.202217153	0.009747881	0.016825328	-0.099283911
-0.84625857	0.337398088	-0.267098964	0.166343782	0.134813752	0.10413139	0.257056686	-0.484552771	-0.01135006	0.232498953	0.292502302	0.896628441	0.013316354	-0.060080949	0.147946301	-0.113938506
0.617112939	-0.440928345	-0.083568583	0.46540504	-0.742386109	-0.269548255	-0.145245539	0.067475617	-1.031427322	-0.248785383	-0.462517472	-0.245192625	0.017543738	-0.27654981	0.023708713	-0.075762379
-0.301448163	-0.061043099	0.295210786	0.337663574	0.712213979	0.525278236	-0.535487606	-0.094406781	0.87340446	0.884733418	-0.181282854	-0.958327111	0.206082635	0.091369533	0.115253776	-0.327644851
-0.671569218	-0.027965826	0.545465227	-0.085972892	0.382085834	0.756168456	-0.465951821	-0.2911303	1.078844042	2.139117895	0.068186603	-0.290251416	0.440586152	0.230486296	-0.095797398	-0.043142215
-0.532779715	0.231551327	0.225181296	0.237938506	0.595418936	0.543809389	-0.293446636	-0.234488811	1.102037098	0.771006788	0.264715153	-0.173965778	0.274057471	0.153736854	-0.079969	-0.135905633
-0.08235379	-0.231884636	-0.17081298	0.048503553	-0.679703619	-0.224149801	-0.177550046	-0.03761141	-0.930900527	-0.278563285	-0.270450071	0.239190062	-0.034055807	-0.160346147	-0.043513588	-0.015162708
-0.207709828	0.682878034	-0.10110653	0.538634101	0.438518934	0.181658314	0.151784998	-0.326152975	0.642501162	0.392337655	0.552451601	0.705113942	0.081193909	0.035613362	0.169240167	-0.121465677
-0.583155603	0.080773181	-0.535742796	-0.180708469	0.416297539	0.183989109	0.617437665	-0.016162386	0.718431621	-0.833351608	0.717098013	-0.240188169	-0.165493603	-0.064078755	0.233227213	0.319165267
-0.546460226	-0.852934107	0.130029918	0.118533371	-0.737874308	0.785642779	0.136218431	0.294214829	-1.230294529	1.404950571	0.470886086	0.135700044	0.130310264	-0.119658505	0.256649613	0.007369015
0.2273687	0.221555701	0.066375557	-0.15532592	-0.252801815	-0.009731174	-0.21201878	-0.525418458	-0.570654177	0.535749171	0.027497039	0.708455064	0.171394367	-0.033775291	0.112132097	-0.013249496
-0.261695807	0.115647581	-0.218954754	-0.08697482	-0.324188983	0.1353858	0.31220476	-0.296646658	-0.61478604	-0.409439087	0.537352052	0.09024398	-0.06872059	-0.164830682	0.07453052	-0.010412348
-0.378290846	-0.600563417	-0.013506366	0.276334577	-0.539162532	0.541265094	0.213498973	-0.051257012	-1.029622508	0.658109372	0.451491727	0.115146722	0.075636209	-0.152977806	0.103189181	0.156690139
0.793263976	0.238831791	0.120767657	0.124121135	-0.339770771	-0.432094539	-0.348856684	-0.0688711	-0.523563893	0.164280718	-0.641733859	0.115714293	0.080635607	-0.054839538	-0.14659885	0.054937414
0.324988694	-0.045608395	-0.356853616	-0.147030194	-0.597026703	-0.434322808	-0.176081029	-0.044291022	-1.032804543	-0.351687965	-0.415667128	0.159884593	-0.013155515	-0.18161259	-0.165765767	0.028314366
0.621708332	-0.255235017	0.15487836	0.237532771	-0.417267302	-0.575845872	-0.186078244	-0.040295407	-0.87683335	-0.341487808	-0.535841116	0.343469627	-0.058311989	-0.195203692	-0.14975206	0.127180509
0.718576968	0.072928406	-0.002335561	-0.23063744	-0.189618443	-0.476046982	-0.19830738	-0.177525824	-0.21515355	-0.078347607	-0.540346955	0.239878058	0.024659515	0.007176569	-0.161139052	0.090846847
0.296264304	-0.446100511	0.205102795	-0.250336954	-0.574716808	-0.176287501	-0.468118946	0.113043672	-1.224872474	0.072633386	-0.416185035	-0.024348306	0.046341404	-0.16696644	-0.087932654	0.101053169
0.374916472	0.877778442	0.531938188	-0.2826561	0.555767057	-0.353789086	-0.634212511	-0.105870141	1.206279741	0.343144862	-1.014432159	0.00252451	0.142336027	0.206914956	-0.166324437	0.062194253
0.293222404	-0.7131517	-0.650345961	-0.336650081	-0.87693344	-0.11663528	-0.076623901	0.197120137	-1.772976857	-0.497503345	-0.414081569	-0.285970011	0.014959931	-0.236605991	-0.040019666	0.078641726
-0.070249757	0.362214576	-0.391821287	0.051175471	0.266009114	-0.160631621	0.489464323	-0.350951353	0.478393451	-0.486667685	0.234943117	0.318649333	-0.1979892	0.090137914	-0.003166881	-0.078490843
-0.594820318	1.476179173	-0.108420975	-0.38801736	0.891263968	-0.054985766	0.257195399	0.333707792	1.153320692	-0.814313519	0.300410511	-0.39395435	-0.299682455	0.332085593	-0.003446361	0.038872925
0.100119711	0.033306297	-0.496429988	-0.510568719	0.500493565	-0.253075531	0.343539245	0.540524415	0.822753484	-1.208090248	-0.108305611	-0.640443573	-0.195865739	0.089130234	-0.060018467	-0.133391707
1.026357383	0.075526748	-0.008026979	0.016443288	0.181590219	-0.703853846	-0.111461797	0.021534127	0.389758997	-0.705990481	-0.631578984	0.188918803	-0.186481624	0.036248524	-0.169696127	0.0039248
-0.053878468	-0.190066648	-0.353692981	-0.008724646	-0.413951993	0.023123394	0.295724059	-0.236423825	-0.658220403	-0.266741012	0.128559397	0.155931207	-0.040526088	-0.116271237	-0.044338028	-0.008754857
-0.33145405	0.467199959	-0.400804441	-0.573464815	0.778540326	-0.276192832	0.41273149	0.162087087	1.211798611	-1.030863473	0.291007804	-0.131820694	-0.362145855	-0.019820029	-0.004539797	0.255634701
-0.371167112	0.256932383	-0.097360669	-0.390996357	0.231898774	-0.303808061	-0.041592553	-0.162145583	0.641059565	-0.622588365	-0.208656792	-0.130867913	-0.079314731	0.066600913	-0.071289932	-0.14710196
-0.135029951	0.371813536	0.055236674	0.242526063	0.716492272	0.284177509	-0.06845077	-0.388133829	1.062079362	0.53123712	0.228343144	0.40944816	0.105818255	0.169022303	0.022402233	0.018379826
-0.289297328	-0.600750703	0.598242759	-0.548538307	-0.216937329	0.684126668	-0.418010953	0.666621476	-1.248621015	1.847581089	0.231450129	-1.122462494	0.31652846	-0.107195212	0.059508915	0.160193626
-0.252552974	-0.843100883	-0.459075509	0.200801187	-0.817953497	0.267085385	0.552151169	0.164733717	-1.546002762	-0.531903976	0.524693165	-0.150747457	-0.025656592	-0.295251127	0.147930873	-0.068386006
-0.481242282	-0.647658272	0.149180994	0.469999404	-0.580236802	1.092408844	-0.143988333	0.375178223	-1.128217595	1.493759492	0.131093998	-0.288179116	0.270348738	-0.046298965	0.076624456	0.106936405
-0.276049231	0.268035399	0.241271715	0.454923568	0.320807929	0.445283634	-0.092594358	-0.432316683	0.598037503	1.075494092	0.287872041	0.460629874	0.229228162	0.142271628	0.063551908	0.000238612
-0.535756633	-0.52072999	0.071647293	0.396517963	-0.221249066	0.647176911	-0.060755707	0.137380338	-0.937155608	1.481269159	1.07721446	-0.109995437	0.262354168	-0.157590659	0.156526528	0.046050803
-0.04673945	0.292940604	0.464120611	0.282643898	0.44787771	0.289897049	-0.31150411	-0.473963965	0.962383465	1.195680262	-0.07845518	0.280041814	0.189524905	0.133803743	-0.008966539	0.091292739
0.158696223	-0.658069763	-0.189914665	-0.028360612	-0.807796019	0.003656327	0.471988151	0.104657999	-1.504569195	-0.688050228	0.082447782	-0.38711207	0.008574953	-0.220554726	-0.099380777	0.017351978
-0.031019619	-0.737047014	-0.314038307	-0.309739352	-0.939879417	0.111390111	0.082757475	0.217035681	-1.599283614	-0.406660275	-0.1424633	-0.453221352	0.010374037	-0.220189921	-0.065853408	0.090500852
0.425865909	-0.289560744	-0.307695831	0.385101683	-0.731712851	-0.469255073	-0.030346778	0.014475857	-1.097682511	-0.424307164	-0.45083699	-0.042560526	0.011909712	-0.179074323	-0.114090492	0.011105124
-0.128164472	0.173244047	0.402517642	0.137831558	-0.061487445	-0.004036034	-0.665221741	-0.268759365	-0.149138156	1.129387527	-0.816252105	-0.076279636	0.234549431	0.04412687	-0.111077101	0.027397552
0.545723105	0.532701498	-0.212255885	-0.16415438	0.089945788	-0.705711168	-0.229434387	0.380168757	0.387436249	-0.778838412	-0.713070293	-1.183976344	-0.176511156	0.121122217	-0.204481521	-0.209117078
0.665075113	0.596529535	0.327343053	-0.265646691	0.571833582	-0.480226332	-0.322350879	0.066605082	1.302902631	-0.353647936	-0.786514804	0.197094531	0.006854342	0.243146588	-0.114795281	0.063961858
-0.54605509	0.495720086	-0.280117301	0.287697503	0.031063349	0.006359144	0.508499328	-0.388048888	-0.222508558	-0.339460857	0.411265385	0.776047374	-0.163524145	-0.034613117	0.137141022	-0.031412651
-0.213553532	0.516173445	0.664882968	0.045848265	0.710896231	0.539287675	-0.523691923	0.17474595	1.31601613	0.916413032	-0.285944719	0.475035302	0.28658062	0.209435988	-0.009574123	0.036011566
-0.677438038	0.673740006	-0.239112772	0.088824933	0.407259598	-0.105991175	0.363715809	-0.417056555	0.362094534	-0.561450189	0.106699114	0.502596886	-0.169214718	0.066070113	-0.035267095	0.052688098
0.834121345	0.148296945	-0.052933372	0.337725948	-0.198256069	-0.675937814	-0.127974236	-0.195670892	-0.490778709	-0.73376638	-0.715243349	0.295656012	-0.123598182	-0.050828724	-0.237514749	0.047565034
0.564376037	-0.299785464	-0.268679621	0.064380822	-0.464394156	-0.539958977	0.072743873	-0.397582315	-0.577456427	-0.64528021	-0.214888964	0.181346803	-0.069382739	-0.079728053	-0.155493615	-0.005319435
0.742056008	0.10417533	-0.085257529	-0.2703388	-0.352011183	-0.536060239	0.040767845	-0.272983446	-0.678623469	-0.544022564	-0.376601958	0.17356953	-0.089392413	-0.120279818	-0.144131911	-0.010095468
-0.581695904	-0.235753683	-0.394683935	-0.120736483	-0.520701184	0.281825805	0.621704604	-0.037608585	-1.066842378	-0.829725194	1.408079069	-0.247953889	-0.06036814	-0.105164559	0.232084526	-0.029609993
-0.496125389	-0.220014371	-0.381609821	0.019268127	-0.13874839	0.199799039	0.511112439	-0.205945993	-0.627143541	-0.597409112	0.794431382	-0.083262364	-0.09970361	-0.148458274	0.048295328	0.089282373
0.82463844	-0.216626258	0.17789734	-0.187832665	-0.388653149	-0.588916914	-0.102169135	-0.104908106	-0.668504125	-0.538490097	-0.468909581	0.15973527	-0.120226107	-0.143063406	-0.127172636	0.004359684
0.530686889	0.249933365	0.412778112	-0.330202	0.319522205	-0.323635898	-0.538430237	-0.018538648	0.923475957	0.527845207	-0.793985221	0.418429443	0.090139593	0.160028741	-0.077338699	0.146481547
-0.093539091	-0.788639687	0.080419634	-0.306261468	-0.406497768	0.510629935	-0.426930053	0.540826096	0.884821238	0.492945825	-0.844682387	0.330254754	0.174032815	-0.194714954	0.014799311	0.250182839
-0.305570883	-0.71083499	0.263034307	-0.584470189	-0.472045137	0.66676791	-0.281474608	0.922930468	-1.539685969	1.46375181	0.197296804	-0.888378721	0.201018308	-0.121056095	0.129174488	0.264997255
-0.146703462	-0.014563731	0.824961796	0.106908876	0.491942848	0.144134647	-0.672935318	-0.172434483	0.88525715	0.922839565	-0.699894379	-0.302609362	0.245040638	0.18598075	0.012144941	0.113874776
0.07990531	-0.717464849	-0.67827878	-0.001992651	-0.765535492	-0.226318077	0.000347952	0.105406087	-1.340271055	-0.491062474	-0.18280342	-0.080025846	-0.038579753	-0.175527289	-0.10452562	0.042223432
0.467948538	-0.001515509	7.09E-05	-0.196445205	-0.478657208	-0.470850982	0.071351972	-0.26058599	-0.583840572	-0.522944025	-0.300172014	0.13856119	-0.017195757	-0.059527331	-0.170622388	-0.035491453
-0.399458741	0.321613	-0.454464887	-0.399572928	0.407791149	-0.051432829	0.568948912	-0.148418478	0.601899472	-0.595772249	0.734507978	0.261571453	-0.318701653	-0.029846866	0.17490675	0.05953141
-0.319062674	0.061699667	-0.04952041	-0.063236306	0.257368704	0.305934407	0.130164814	0.054092838	0.94071547	0.236169181	0.126238551	0.210276553	-0.030137189	0.19979577	0.065341403	-0.018109635
-0.360857841	-0.48675705	0.249648651	0.141415141	-0.364818271	0.668371276	0.102886318	-0.008933543	-0.78914697	0.835093702	0.767268773	-0.188887867	0.100930746	-0.12253383	0.187620401	0.096865809
-0.286139841	0.247758876	-0.143215561	0.246105067	0.425330862	0.477167863	0.197875995	-0.238402721	0.904471106	0.439688398	0.5771625	0.051124895	0.004869346	0.050418668	0.172659738	-0.057045094
-0.417593135	0.082994611	0.281655484	-0.063397744	0.827369485	0.411310645	-0.189723316	0.201566016	1.310629649	0.561754432	0.286098554	-0.694866628	0.095497416	0.255446829	0.076789377	0.110726229
-0.399491984	-0.267423992	-0.57304031	0.028835517	-0.375228408	0.1362373	0.47165819	-0.125325258	-0.74075542	-0.474904057	0.374175119	0.212292332	-0.113495413	-0.081834372	0.046925428	-0.047342895
-0.048489016	0.433887649	-0.43962626	-0.467745722	0.6592744	-0.260210762	0.323924032	0.308986693	1.21450128	-1.09082511	0.195154242	-0.276139983	-0.449006752	0.047283851	-0.085307305	-0.116797011
-0.226382481	0.658589604	-0.267702408	0.246883653	0.705961901	-0.083092561	0.432022838	0.112392964	0.907101035	-0.96442234	0.633137899	-0.408845273	-0.242111111	0.156064371	0.173140012	0.107489176
1.038539226	-0.330920656	0.064942653	0.17215483	0.168363648	-0.791662041	-0.236317915	0.619491203	0.259021019	-1.341495563	-0.781780791	-0.975037897	-0.203120784	0.041771957	-0.23331908	-0.064060196
0.955463026	0.060845057	0.189810059	-0.397616578	-0.126805077	-0.668581129	0.004824484	-0.127152715	-0.226445947	-0.418926042	-0.394825199	0.590598533	-0.127861212	-0.084524095	-0.161968939	0.07092596
1.022377183	-0.144687875	-0.023688682	0.177613022	-0.047275822	-0.761426688	-0.077261547	0.083461042	0.264869546	-0.670079021	-0.621558574	0.248478504	-0.159710746	0.03698748	-0.160627881	-0.007071905
0.432551341	-0.467451863	-0.139213295	0.016164107	-0.689699578	-0.370098071	-0.478025417	0.133487229	-0.851056657	0.012698558	-0.405843971	0.059304124	0.043091373	-0.137251807	-0.140784996	0.111450046
-0.057581837	-0.156980988	0.499521281	-0.116156243	-0.125361544	-0.126358894	-0.535096508	-0.202434891	-0.114365832	0.640967709	-0.717652038	0.37849561	0.165532325	0.025894153	-0.191687919	-0.006639415
0.567223365	0.177098607	0.450506322	-0.585162681	0.478364486	-0.38382076	-0.522440573	0.427516916	1.375158264	0.0056699	-0.976549217	-0.297792451	0.065003252	0.261556916	-0.243578666	-0.042743394
-0.222416535	0.856009678	-0.178990018	0.054852367	0.817410176	-0.132660703	0.458387525	0.300724203	1.090995544	-1.067221312	0.225416031	-0.093364917	-0.344057591	0.204794872	0.118898309	0.109411619
0.074095427	1.321743621	0.029690786	-0.181367422	0.835447318	-0.113155643	0.479237192	0.313045304	1.259335925	-0.782218251	0.140916939	-0.008216291	-0.309670328	0.334501059	0.123546991	0.092868976
-0.088976782	0.190539956	0.463259416	0.079449661	0.953496477	0.337934604	-0.179225461	0.298414527	1.554405634	0.650258828	0.322834793	-0.254258236	0.015392231	0.234928592	-0.088655339	0.250458678
0.446496034	-0.058558046	0.235572437	-0.670113062	-0.24775238	-0.52839233	0.11567873	-0.263381464	-0.46539789	-0.489162996	-0.283098375	0.490272951	-0.095991942	-0.098628256	-0.128476415	-0.036385067
-0.379233707	0.349938312	-0.468221799	-0.245807999	0.277982014	-0.028399169	0.597191056	-0.39957146	0.292673173	-0.61412668	0.681862278	0.613659508	-0.246567023	-0.029065592	0.148548011	0.029493633
0.270114048	0.200639902	0.175755736	-0.550462611	0.142649828	-0.552169306	-0.019760954	-0.248235429	-0.020077006	-0.75403636	-0.333125965	-0.065235549	-0.173256237	0.028590678	-0.113615144	0.102478283
-0.372283345	-0.795446016	0.034566914	-0.272524695	-0.639677999	0.685151108	-0.203766515	0.793714957	-1.603233445	1.006275907	-0.059456922	-0.9649579	0.145253547	-0.106236171	0.096609311	0.175224359
-0.319362406	0.236410053	-0.484761052	0.192219337	-0.023735587	0.041152756	0.444106412	-0.464666654	-0.058564036	-0.488474333	0.507405756	0.349854224	-0.147515637	0.033510239	0.115276771	-0.087882785
0.000582552	-0.69033213	0.552145349	0.050104899	-0.588337867	0.035700585	-0.447311706	0.072678177	-1.174546777	0.098720009	-0.377959714	-0.1927929	0.040165468	-0.128407935	-0.08729291	0.162218023
-0.600991665	-0.918393102	-0.034981471	0.037012486	-0.725636412	0.582713176	0.075395311	0.339410271	-1.464449601	0.508868229	-0.087498979	-0.098015986	0.103522694	-0.14738869	0.031263334	0.128291992
-0.197895656	-0.724969379	0.389298672	-0.077913915	-0.696564189	0.574104707	-0.053561084	0.155469574	-0.986570837	0.742567659	-0.088499793	0.075714142	0.138967503	-0.137697617	-0.092793403	0.148655382
0.587342411	-0.347699907	-0.551106405	-0.126127591	-0.603190891	-0.400568783	0.07564531	-0.179837061	-0.636833459	-0.482624704	-0.128524105	0.082825712	-0.116027568	-0.049188417	-0.190567269	0.00415105
0.940768005	0.157223754	-0.114173504	-0.371240165	-0.538274959	-0.596161602	0.048984434	-0.039181235	-0.966713985	-0.579934288	-0.276696555	0.085907675	-0.046417158	-0.081168754	-0.191997141	0.022714165
0.455448616	0.682967122	-0.478430896	0.29089114	0.708951758	-0.145048386	0.280754195	0.240418646	1.13629728	-0.748896212	0.336686739	-0.106294263	-0.223848629	0.232088106	0.102850094	0.176216934
0.157940353	-0.024781484	0.35042189	-0.185525119	0.112347769	-0.128227288	-0.620081138	0.122948173	0.700537553	0.294795651	-0.683711216	-0.234440881	0.044124006	0.133697542	-0.103601229	0.11974202
0.434699447	-0.039212256	0.855845344	0.155484234	0.497881441	-0.062032477	-0.729352437	-0.068504418	0.97753342	0.605368031	-0.653399535	0.005392948	0.161089353	0.209893736	-0.023494594	0.162466771
-0.125253304	-0.155793839	0.785131008	-0.450429673	0.488719001	-0.05789917	-0.726233479	-0.124822004	1.045214675	0.934222541	-0.730160831	-0.80769524	0.238484391	0.208678616	-0.086379709	0.098115806
-0.255143087	0.342441716	0.134795613	0.040900645	0.300835841	0.09424405	0.002911371	-0.397231993	0.172333148	0.391169065	-0.070807828	0.730710461	0.069140658	0.064268262	-0.04178431	0.063642429
-0.36828069	0.669643921	-0.429846812	0.106112961	0.91896269	-0.058868549	0.463170201	0.508596273	1.201361429	-1.202385723	0.499658408	-0.440826384	-0.276757388	0.153773472	0.002722986	0.04999484
0.86286933	0.34070311	0.198357133	-0.021556861	0.451221184	-0.579390544	-0.080195677	0.050226375	0.884476173	-0.537261853	-0.717818834	0.070176094	-0.100423135	0.18396698	-0.113151839	0.023320332
-0.952368683	0.005683183	-0.347566696	-0.508619029	-0.012489824	0.367656893	0.620008011	-0.368526925	-0.483585871	-0.62196382	1.255793196	-0.29023187	-0.120620748	0.004596138	0.185683907	0.1308194
-0.3321529	-0.245453989	0.033671748	0.399676663	-0.374601208	0.619274026	0.094006707	-0.025731651	-0.588545383	0.407455466	0.458771744	0.069996387	0.106634815	-0.07861694	0.185504253	0.151592095
-0.074579656	0.564068476	-0.04145603	0.508566927	1.004578263	0.267816928	0.129280757	0.047516084	1.686836318	0.061774803	0.626551522	0.043961001	-0.050989566	0.335802169	0.065769724	-0.143607654
-0.224208901	0.483363923	0.154923122	0.594804798	0.878414209	0.473176609	-0.066966352	-0.007190585	1.615968537	0.42028154	0.942129832	0.12106697	0.066862494	0.313619723	0.285666468	0.040533692
-0.132343164	0.326554455	-0.53113069	-0.300274391	0.528443713	-0.342586765	0.573101314	0.025381686	0.901705787	-0.944704356	0.424298161	0.053457729	-0.310615926	0.034703227	-0.026337872	0.047675565
0.713779055	-0.287831051	0.171087564	0.2841279	0.362602796	-0.347780082	-0.050547269	1.015716262	0.95648901	-1.261391459	-0.694727539	-0.750329092	-0.175624928	0.073429848	-0.159443498	-0.102338254
-0.025813496	0.40367869	-0.48099517	-0.584111302	0.702718062	-0.087528153	0.20542542	0.983041137	1.074053397	-1.389522984	0.705614839	-1.237478908	-0.285193091	0.135116444	-0.044173562	-0.140679377
-0.151623665	0.691060861	-0.340904109	0.248779556	0.796135083	0.129962953	0.443972435	0.413597731	1.159052387	-1.066893277	0.434106959	-0.550440989	-0.247758738	0.203468401	0.102382154	0.111403649
1.064586657	-0.210274153	-0.187205338	0.128529655	-0.191508649	-0.627882352	0.036800871	-0.039000892	-0.26289234	-0.586857996	-0.41587232	0.324207006	-0.084507427	-0.014801405	-0.102927902	-0.115828138
